,api_name,api_description,input,example,error
379,hm_attributebehavior ,"Description
Returns the behavior flag of an attribute on an entity for the current template. If the
        attribute does not exist on the entity, or is not an attribute from the current template, an
        error is returned.
","Inputs

entity_type
The type of entity to query.
entity_name_or_id
The name or ID of the entity.
attribute_name_or_id
The name or ID of the attribute to query. The attribute must be in the current
            template.
search_type
By default, HyperMesh searches for entities by name, and
            if the name is not found, it then searches by ID. This option allows you to specify how
            the search for an entity should be conducted. Valid values are: 
-byname - Search only by name. 
-byid - Search only by ID.

","Example
To get the attribute behavior of the attribute named Rho on material 6 for the LS-DYNA template:
hm_attributebehavior material 6 Rho -byid
","Errors
Incorrect usage results in a Tcl error. To detect
        errors, you can use the catch
        command:if { [ catch {command_name...} ] } {
   # Handle error
}
"
380,hm_attributeentitytypename,"Description
Returns the entity type string of an entity attribute on an entity for the current
        template. If the attribute does not exist on the entity, or is not an attribute from the
        current template, an error is returned.
","Inputs

entity_type
The type of entity to query.
entity_name_or_id
The name or ID of the entity.
attribute_name_or_id
The name or ID of the attribute to query. The attribute must be in the current
            template.
search_type
By default, HyperMesh searches for entities by name, and
            if the name is not found, it then searches by ID. This option allows you to specify how
            the search for an entity should be conducted. Valid values are: 
-byname - Search only by name. 
-byid - Search only by ID.

","Examples
To get the attribute entity type string of the entity attribute with name LSD_CID on
        property 1 for the LS-DYNA template:
hm_attributeindexentitytypename props 1 LSD_CID -byid
To get the attribute entity type string of the entity attribute with ID 412 on property 1
        for the LS-DYNA template:
hm_attributeindexentitytypename props 1 412 -byid
","Errors
Incorrect usage results in a Tcl error. To detect
        errors, you can use the catch
        command:if { [ catch {command_name...} ] } {
   # Handle error
}
"
381,hm_attributeidfromname,"Description
Returns an attribute ID from the attribute name for the current template. If the attribute
        does not exist in the current template, an error is returned.
","Inputs

attribute_name
The name of the attribute to query.

","Example
To get the attribute ID of the OptiStruct PSHELL_T
        attribute:
hm_attributeidfromname PSHELL_T
","Errors
Incorrect usage results in a Tcl error. To detect
        errors, you can use the catch
        command:if { [ catch {command_name...} ] } {
   # Handle error
}
"
382,hm_attributeindexentitytype,"Description
Returns the entity type number of an indexed entity attribute on an entity.
","Inputs

entity_type
The type of entity to query.
entity_name_or_id
The name or ID of the entity.
attribute_index
The index of the attribute owned by the queried entity (starting at 1).
search_type
By default, HyperMesh searches for entities by name, and
            if the name is not found, it then searches by ID. This option allows you to specify how
            the search for an entity should be conducted. Valid values are: 
-byname - Search only by name. 
-byid - Search only by ID.

","Example
To get the attribute entity type number of the entity attribute with index 4 on property
        1:
hm_attributeindexentitytype props 1 4 -byid
","Errors
Incorrect usage results in a Tcl error. To detect
        errors, you can use the catch
        command:if { [ catch {command_name...} ] } {
   # Handle error
}
"
383,hm_attributeindexidentifier,"Description
Returns the identifier flag of an indexed attribute on an entity.
","Inputs

entity_type
The type of entity to query.
entity_name_or_id
The name or ID of the entity.
attribute_index
The index of the attribute owned by the queried entity (starting at 1).
search_type
By default, HyperMesh searches for entities by name, and
            if the name is not found, it then searches by ID. This option allows you to specify how
            the search for an entity should be conducted. Valid values are: 
-byname - Search only by name. 
-byid - Search only by ID.

","Example
To get the attribute identifier of the attribute with index 3 on material 6:
hm_attributeindexidentifier material 6 3 -byid
","Errors
Incorrect usage results in a Tcl error. To detect
        errors, you can use the catch
        command:if { [ catch {command_name...} ] } {
   # Handle error
}
"
384,hm_attributeindexstatus ,"Description
Returns the status flag of an indexed attribute on an entity.
","Inputs

entity_type
The type of entity to query.
entity_name_or_id
The name or ID of the entity.
attribute_index
The index of the attribute owned by the queried entity (starting at 1).
search_type
By default, HyperMesh searches for entities by name, and
            if the name is not found, it then searches by ID. This option allows you to specify how
            the search for an entity should be conducted. Valid values are: 
-byname - Search only by name. 
-byid - Search only by ID.

","Example
To get the attribute status of the attribute with index 3 on material 6:
hm_attributeindexstatus material 6 3 -byid
","Errors
Incorrect usage results in a Tcl error. To detect
        errors, you can use the catch
        command:if { [ catch {command_name...} ] } {
   # Handle error
}
"
385,hm_attributeindextypename,"Description
Returns the attribute type string of an indexed attribute on an entity.
","Inputs

entity_type
The type of entity to query.
entity_name_or_id
The name or ID of the entity.
attribute_index
The index of the attribute owned by the queried entity (starting at 1).
search_type
By default, HyperMesh searches for entities by name, and
            if the name is not found, it then searches by ID. This option allows you to specify how
            the search for an entity should be conducted. Valid values are: 
-byname - Search only by name. 
-byid - Search only by ID.

","Example
To get the attribute type string of the attribute with index 4 on property 1:
hm_attributeindextypename props 1 4 -byid
","Errors
Incorrect usage results in a Tcl error. To detect
        errors, you can use the catch
        command:if { [ catch {command_name...} ] } {
   # Handle error
}
"
386,hm_attributelistall,"Description
Returns a list of all attribute IDs, names, types or type names for the current
        template.
","Inputs

value
The type of list to return. Valid values are: 
id - the attribute ID 
name - the attribute name 
type - the attribute type number 
typename - the attribute type string

","Examples
To list the IDs of all the attributes in the current template:
hm_attributelistall id
To list the names of all the attributes in the current template:
hm_attributelistall name
To list the type number of all the attributes in the current template:
hm_attributelistall type
To list the type name of all the attributes in the current template:
hm_attributelistall typename
","Errors
Incorrect usage results in a Tcl error. To detect
        errors, you can use the catch
        command:if { [ catch {command_name...} ] } {
   # Handle error
}
"
387,hm_attributereferencecount,"Description
Returns the number of times an entity is referenced as an entity attribute.
","Inputs

entity_type
The type of entity to query.
entity_name_or_id
The name or ID of the entity.
search_type
By default, HyperMesh searches for entities by name, and
            if the name is not found, it then searches by ID. This option allows you to specify how
            the search for an entity should be conducted. Valid values are: 
-byname - Search only by name. 
-byid - Search only by ID.

","Example
To get the number of times material 6 is referenced as an entity attribute:
hm_attributereferencecount material 6 -byid
","Errors
Incorrect usage results in a Tcl error. To detect
        errors, you can use the catch
        command:if { [ catch {command_name...} ] } {
   # Handle error
}
"
388,hm_attributestatus,"Description
Returns the status flag of an attribute on an entity for the current template. If the
        attribute does not exist on the entity, or is not an attribute from the current template, an
        error is returned.
","Inputs

entity_type
The type of entity to query.
entity_name_or_id
The name or ID of the entity.
attribute_name_or_id
The name or ID of the attribute to query. The attribute must be in the current
            template.
search_type
By default, HyperMesh searches for entities by name, and
            if the name is not found, it then searches by ID. This option allows you to specify how
            the search for an entity should be conducted. Valid values are: 
-byname - Search only by name. 
-byid - Search only by ID.

","Examples
To get the attribute status of the attribute named Rho on material 6 for the LS-Dyna
        template:
hm_attributestatus material 6 Rho -byid
To get the attribute status of attribute ID 118 on material 6 for the LS-Dyna template:
hm_attributestatus material 6 118 -byid
","Errors
Incorrect usage results in a Tcl error. To detect
        errors, you can use the catch
        command:if { [ catch {command_name...} ] } {
   # Handle error
}
"
389,hm_attributetypename,"Description
Returns the attribute type string of an attribute for the current template. If the
        attribute is not an attribute from the current template, an error is returned.
","Inputs

attribute_name_or_id
The name or ID of the attribute to query. The attribute must be in the current
            template.

","Examples
To get the attribute type string of the attribute named LSD_PID for the LS-DYNA template:
hm_attributetypename LSD_PID
To get the attribute type string of the attribute ID 149 for the LS-DYNA template:
hm_attributetypename 149
","Errors
Incorrect usage results in a Tcl error. To detect
        errors, you can use the catch
        command:if { [ catch {command_name...} ] } {
   # Handle error
}
"
390,hm_bag_getentitytypes,"Description
This command returns the types of entities in a bag.
","Inputs

name_or_id
The name or ID of the queried bag entity.
?search_type?
By default, HyperMesh searches for entities by name, and
            if the name is not found, it then searches by ID. This option allows you to specify how
            the search for an entity should be conducted. The two options are: 
-byname - Search only by name 
-byid  - Search only by ID

","Example
If a bag ossetup1 consists of optimization responses and desvarlinks, then the following
        command will return ""desvarlinks optiresponses"":
hm_bag_getentitytypes ossetup1 -byname
","Errors
Incorrect usage results in a Tcl error. To detect
        errors, you can use the catch
        command:if { [ catch {command_name...} ] } {
   # Handle error
}
"
391,hm_bag_getsupportedconfiglist,"Description
This command returns a list of the supported bag configs.
","Inputs

?-byname?
By default, HyperMeshreturns the bag config. If this
            option is specified, the generic name for each bag config is returned instead.

","Examples
To get the list of generic names for all supported bag configurations:
hm_bag_getsupportedconfiglist -byname
To get list of supported bag configs:
hm_bag_getsupportedconfiglist
","Errors
Incorrect usage results in a Tcl error. To detect
        errors, you can use the catch
        command:if { [ catch {command_name...} ] } {
   # Handle error
}
"
392,hm_batchexportenginefile,"Description
Exports Radioss engine and starter files.
","Inputs

type
The type of file to write: 
1 - Export engine file only 
2 - Export engine file and starter model file separately. 
3 - Export engine file and starter model file as a single file.
filename
The full path and filename of the output file. Paths with spaces must be enclosed in
            quotes. 
This is the starter file name. The engine file name is derived from this name.
export_template
The full path and filename of the export template to be used. Paths with spaces must
            be enclosed in quotes. Required only for type=2 and
              type=3.

","Examples
To export only the engine file (the engine file name starterD01 is derived from the model
        file name starterD00. starterD01 will be the name of the engine file that will be
        exported):
hm_batchexportenginefile 1 ""C:/my_files/starterD00"" ""[hm_info -appinfo SPECIFIEDPATH TEMPLATES_DIR]/feoutput/radioss/radioss110.blk""
To export both the starter and engine files separately (the starter file is named
        starterD00 and the engine file is named starterD01):
hm_batchexportenginefile 2 ""C:/my_files/starterD00"" ""[hm_info -appinfo SPECIFIEDPATH TEMPLATES_DIR]/feoutput/radioss/radioss110.blk""
To export both the starter and engine files as a single file (named starterD00):
hm_batchexportenginefile 3 ""C:/my_files/starterD00"" ""[hm_info -appinfo SPECIFIEDPATH TEMPLATES_DIR]/feoutput/radioss/radioss110.blk""
","Errors
Incorrect usage results in a Tcl error. To detect
        errors, you can use the catch
        command:if { [ catch {command_name...} ] } {
   # Handle error
}
"
393,hm_ce_alldetailsget,"Description
Returns all custom details assigned to a connector.
","Inputs

id
The ID of the connector to query.
reserved
Reserved for future use. Must be set to 0.

","Example
To get all the details associated with connector ID 1:
hm_ce_alldetailsget 1 0
","Errors
Incorrect usage results in a Tcl error. To detect
        errors, you can use the catch
        command:if { [ catch {command_name...} ] } {
   # Handle error
}
"
394,hm_ce_checklinkentities,"Description
Returns the names or IDs of entities added to the connector that currently do not exist in
        the database. 
If any entities of a certain type are not present in the database, those are not returned.
        If all entities of a certain type are not present, an empty list is returned.
","Inputs

id
The ID of the connector to query.
entity_type
The type of entity to check. Valid values are assems, comps, elems, nodes, surfs and
            tags.
return_type
0 - Return the entity IDs 
1 - Return the entity names (supported only for assems, comps and tags)

","Example
To check if components added to connector ID 1 exist:
hm_ce_checklinkentities 1 comps 0
","Errors
Incorrect usage results in a Tcl error. To detect
        errors, you can use the catch
        command:if { [ catch {command_name...} ] } {
   # Handle error
}
"
395,hm_ce_close_mcf,"Description
Ends the process of reading a master connector file, triggered by
          hm_ce_read_mcf.
","Example
Open test.mcf to read all the data and close the file when
        finished:
hm_ce_read_mcf ""C:/doc/test.mcf""
set get_all_data [hm_ce_mcf_getalldata]
hm_ce_close_mcf
","Errors
None.
",
396,hm_ce_detailget,"Description
Returns the value of a double, string or integer attribute on an entity for the current
        template. If the attribute does not exist on the entity, or is not an attribute from the
        current template, an error is returned.
","Inputs

id
The ID of the connector to query.
detail_type
The data type for standard or user defined detail: int, intarray, uint, uintarray,
            double, doublearray, string, stringarray, triple, or triplearray.
detail_name
A user-defined detail, or the name for one of standard details from the following
            table:

Table 1. 

Detail Name
Type
Range
Meaning




ce_allowadjacent
int
0,1
Allow adjacent projection flag


ce_appliedmass
double
>=0.0
Applied mass value


ce_appliedmassdis
int
0,1,2,3
Applied mass distribution type: 0=div. by nodes
1=all
                        nodes
2=div. by area
3=unit area



ce_areaconstthickness
double
>=0.0
Constant thickness of area


ce_areastacksize
int
>=0
Density of area connector


ce_areathicknesstype
int
0,1,2,3
Thickness type of area connector:0=(T1+T2)/2
1=shell
                        gap
2=mid-thickness
3=constant



ce_boltmaxdiameter
double
>=0.0
Max. diameter for bolt hole


ce_boltmindiameter
double
>=0.0
Min. diameter for bolt hole


ce_collectorid
int
>0
Comp ID of the connector entity


ce_collectorname
string
N/A
Comp name of the connector entity


ce_configname
string
N/A
FE config name of the realized connector


ce_configval
int
>=0
FE config value of the realized connector


ce_connectivity
string
Independent, FE connecivity dependent,use_shell_node, etc.
Connector’s FE connectivity


ce_cords
triple array
N/A
Coordinates of the connector


ce_density
int
>=0
Density value of line or seam


ce_diameter
double
>=0.0
FE diameter


ce_fesolver
string
Nastran, etc.
FE solver name


ce_fetype
int
>=0
Realized FE type value defined in ""feconfig.cfg""
                      file


ce_fetypename
string
N/A
Realized FE type name defined in ""feconfig.cfg""
                      file


ce_fevectorreverse
int
0,1
Vector reverse flag


ce_forcecollinear
int
0,1
Force collinear flag


ce_group
unit array
N/A
Lists the connector and any grouped to it


ce_half_spacing
int
0,1
Half-spacing offset flag for seams or lines


ce_ijk
triple
N/A
Connector’s projection vector


ce_layers
int
-,+,0
Connector’s defined thickness


ce_nonnormal
int
0,1
Allow non-normal projection flag


ce_numlinks
int
>0
Connector's number of current links


ce_offset
double
>=0.0
End offset value for a line


ce_positionstring
string
N/A
A list containing the entity_type followed by the entity IDs selected to
                      create the connector.


ce_projection_info
string
N/A
Projection information stored from last realization


ce_propertyid
int
>=0
FE property ID


ce_propertyscript
string
N/A
Property script name and path


ce_remesh
int
0,1
1 for mesh-independent, 0 otherwise


ce_size
double
>0,0
Connector display size


ce_snaptonode
int
0,1
 


ce_spacing
double
>0.0
Spacing value for lines or seams


ce_state
string
realizedunrealized
failed

Connector entity state


ce_style
string
spotbolt
app_mass
seam
area

Connector style


ce_systems
int
0,1
FE build system flag


ce_trimsurfeachside
int
0,1
Trim surf each side flag for area


ce_tolerance
double
>=0.0
Tolerance value specified during FE realization


ce_type
string
node/pointline
seam
area

Connector entity type based on its creation


ce_usercontrol
int
0,1
User control flag






","Examples
To get the ID of the collector containing the connector:
hm_ce_detailget 1 int ce_collectorid
To get the list of internal test point coordinates:
hm_ce_detailget 1 triplearray ce_cords
","Errors
Incorrect usage results in a Tcl error. To detect
        errors, you can use the catch
        command:if { [ catch {command_name...} ] } {
   # Handle error
}
"
397,hm_ce_fe_config,"Description
Gets the weld config defined for the connector.
","Inputs

ce_id
The ID of the connector. 
type_or_name
Flag to return number ( = 0) or name (= 1).

","Example
To get the config for the last connector created:
set ce_id [ hm_entitymaxid CONNECTORS ];
set type_or_name 0;
set config [ hm_ce_fe_config $ce_id $type_or_name];
Returns the weld config stored for connector realization. To get the name of the weld
        configuration, use flag as 1.
","Errors
None.
"
398,hm_ce_findduplicates,"Description
Returns a list of connectors that are considered to be duplicates of other connectors,
        within a given tolerance.
","Inputs

tolerance
The maximum distance between connectors to be considered as duplicate.
mark_id
The ID of the mark containing the connectors to consider. Valid values are 1 and 2.
location_type
The connector location type. Currently only supported for ""point"".

","Example
To get all duplicate connectors within a tolerance of 0.05:
*createmark connectors 1 all
hm_ce_findduplicates 0.05 1 point
","Errors
Incorrect usage results in a Tcl error. To detect
        errors, you can use the catch
        command:if { [ catch {command_name...} ] } {
   # Handle error
}
"
399,hm_ce_generatenamefromsubsystem,"Description
Returns a name using a base name and connector subsystem ID.
This returns a string like <base_name>_ss<ID> where ID is the subsystem ID of the
        connector.
","
Inputs


id
The ID of the connector to query.
base_name
The base name to append.

","Examples
To generate a name for connector 2 and the base ""hexa_comp"":
hm_ce_generatenamefromsubsystem 2 ""hexa_comp""
","Errors
Incorrect usage results in a Tcl error. To detect
        errors, you can use the catch
        command:if { [ catch {command_name...} ] } {
   # Handle error
}
"
400,hm_ce_getcesnotorganizedinconnectorgroups,"Description
Returns the IDs of connectors not organized in any ConnectorGroup.
","
Inputs
None.","Examples
set unorganized_connectors [hm_ce_getcesnotorganizedinconnectorgroups]
",ErrorsNone.
401,hm_ce_getconnectorcontrol,"Description
Returns the type, ID, and name of the connector control/connector control default assigned
        to a given connector.
","
Inputs


id
The ID of the connector to query.

","Examples
To get the connector control or connector control default for the connector with ID
        101:
set ctrl_info [hm_ce_getconnectorcontrol 101]
","Errors
Incorrect usage results in a Tcl error. To detect
        errors, you can use the catch
        command:if { [ catch {command_name...} ] } {
   # Handle error
}
"
402,hm_ce_getcords,"Description
Returns the location of the connector.
","Inputs

ce_id
The ID of the connector.

","Example
To get the coordinate of the connector with ID of 1:
*createmark connectors 1 ""by comp"" ce_component
set ce_list [ hm_getmark connectors 1];
foreach ce_id $ce_list {
     if {  $ce_id == 1 } {
        set ce_cords_1 [ hm_ce_getcords $ce_id ];
       break;
     }
}
","Errors
None.
"
403,hm_ce_getediabsorbedmassgrplist,"Description
Returns the group list for the absorbed mass connectors.
","
Inputs

None.
","Examples
To get the absorbed mass groups:
set edi_absorbed_mass_grps [hm_ce_getediabsorbedmassgrplist]
","Errors
Incorrect usage results in a Tcl error. To detect
        errors, you can use the catch
        command:if { [ catch {command_name...} ] } {
   # Handle error
}
"
404,hm_ce_getfeprojfeatureelems,"Description
Returns the independent or dependent layer of feature elements. Returns an empty string if
        there are no elements. 
This is supported for: spot ""acm"" ""style = 5"" (feature elements are washer elements) 
This should only be called from within a connector-registered property script. The
        projection data this relies upon is destroyed immediately after connector FE
        realization.
","Inputs

index
The index of interest in the array (corresponds to a weld).
layer
0 - Return the dependent layer 
1 - Return the independent layer

","Example
To get the independent layer feature elements for index 5:
hm_ce_getfeprojfeatureelems 5 1
","Errors
Incorrect usage results in a Tcl error. To detect
        errors, you can use the catch
        command:if { [ catch {command_name...} ] } {
   # Handle error
}
"
405,hm_ce_getfeprojweldnodes,"Description
Returns the independent or dependent layer of nodes belonging to weld elements. Returns an
        empty string if there are no elements. 
This is supported for: 


Radioss 71 acm (shell gap contact + coating) 
LS-DYNA 122 mat196 (single row) 
Seam and area adhesives 


This should only be called from within a connector-registered property script. The
        projection data this relies upon is destroyed immediately after connector FE
        realization.
","Inputs

index
The index of interest in the array (corresponds to a weld).
layer
0 - Return the dependent layer 
1 - Return the independent layer

","Example
To get the independent layer weld element nodes for index 5:
hm_ce_getfeprojweldnodes 5 1
","Errors
Incorrect usage results in a Tcl error. To detect
        errors, you can use the catch
        command:if { [ catch {command_name...} ] } {
   # Handle error
}
"
406,hm_ce_gethmholes,"Description
Get bolt holes information from components. 
","Inputs

mark
Component mark
upbound
Maximum diameter to be considered a bolt hole
lowbound
Minimum diameter to be considered a bolt hole
outerFlag
Output the nodes of the outer circle around bolt holes (yes = 1, no = 0)
elementFlag
Output the elements around bolt holes (yes = 1, no = 0)
orderFlag
Output nodes in order (yes = 1, no = 0)

","Example
To get the bolt holes between 0.0 to 15.0 from comps 1, 2:
*createmark(comps, 1) 1, 2
hm_ce_gethmholes 1 15.0 0.0 0 0 0
The results—Including componet ids, the centers of bolt holes, and node ids around bolt holes—would look like this:
{1 {{4.69760749465 -4.81066850679 5.0} {3107 4357 4359 4363 4361 4370 4376 4368 4366 3300 4369 4371 4364}} 
{{-5.75024512823 4.10484549438 5.0} {3108 4383 4390 4389 4397 4392 4398 4386 4387 4388 4384 3152 4385}} 
} 
{2 {{4.69760749465 -4.81066850679 0.0} {1768 1769 1770 1771 1772 1760 1761 1762 1763 1764 1765 1766 1767}}
}
","Errors
None.
"
407,hm_ce_getlinkentityinfo,"Description
This command returns specific entity information such as entity type, entity name/ID,
        entity meshed state and re-connect rule. The values are returned as a list in the order
        type, info, state, rule.
","Inputs

id
The ID of the connector.
index
The link index into the connector.

","Example
To get entity information for connector ID 1 for all links:
set ce_id 1
set num_ents [hm_ce_numlinkentities $ce_id]
for {set count 0} {$count <= $num_ents} {incr count} {
  foreach {type info state rule} [hm_ce_getlinkentityinfo $ce_id $count] {
    lappend linkArray($type) $info
  }
}
","Errors
Incorrect usage results in a Tcl error. To detect
        errors, you can use the catch
        command:if { [ catch {command_name...} ] } {
   # Handle error
}
"
408,hm_ce_getnumoffeprojinfo,"Description
Returns the number of projection data stored in the array (size of array). 
","Example
To get the number of projection data array size:
set num_of_projs [ hm_ce_getnumoffeprojinfo ];
This function should only be called from within a connector-registered property script
        (which is executed during connector FE realization). The projection data this function
        relies upon is removed immediately after connector FE realization. 
The number of projection data array size is equal to the total number of welds created in
        the model.
",,
409,hm_ce_getprojectiondata,"Description
The returned data is organized into a single master list. Each element of this master list
        is a sublist that contains the requested connector ID, point ID, or node ID, and a list of
        the successfully created projections (the proj_list) for the given ID. The format of a
        single sublist is given as follows:
{ {connector/point/node_id}  $proj_list } 
Where proj_list for 2 projections = {{comp1_id}{elem1_id}{x1 y1 z1}{u1 v1}} {{comp_2_id}{elem2_id}{x2 y2 z2}{u2 v2}}
The potentially large list this function may return, may not be the best-suited data format
        for most processing cases. Therefore, it is highly recommended that you use the
        ::CE::GetProjectionData Tclwrapper function instead. This function
        accepts the same set of parameters that the hm_ce_getprojectiondata function requires, but
        instead of returning a single large master list, it returns a randomly accessible array. The
        array is accessible through its use of the connector/point/node ID as the index, and at this
        index is the $proj_list.
","Inputs

entType1
Entity type on mark 1 for which projection is sought.
mark1
Mark of connectors/points/nodes that define the locations of interest.
entType2
Entity type on mark 2 to which the connectors/points/nodes are to be projected (comps
            only).
mark2
Mark of components to be projected onto.
numproj
Number of projections requested at the specified points (>0).
tolerance
Tolerance value for filtering projections (will be used with ""numprojs"").
order
0 = ordered by closest 
1 = ordered through a line
output
Parameter to obtain desired output (specific projection data).
projFlag
Parameter used for projecting to COMPS (current value is zero).
projFlag2
Parameter used for non-normal projections (normal = 0, non-normal = 1).

","Example
*createmark points 1 ""displayed"";
*createmark components 1 ""displayed"";
set num_projs 2;
To get the projection data for displayed points on displayed components as a list of
        list:
set  proj_data_list [ hm_ce_getprojectiondata points 1 comps 1 $num_projs 0.0 0 0 0 0];
This function is optimized for the case where the projection data is required for a number
        of different connectors, points, or nodes, and the components that they need to be projected
        onto are unknown. It is especially useful for close quarter welding scenarios. 
A proj_list consists of 0 or more projections in a list, with each projection having some
        or all of the following information:
{ {comp_id} {elem_id} {x y z} {u v} } 
Note  The ""output"" option determines what is returned for a given projection: 
0 = ALL (data shown above) 
1 = comp_id and elem_id 
2 = comp_id, elem_id, and x y z 
3 = comp_id, elem_id, face and x y z 
4 = comp_id, elem_id, face, x y z and u v 

The ""face"" value will be a non-negative number when valid external face for solid
        element is found during projection. If a valid face cannot be determined or if projection
        finds a shell element then the ""face"" value will be -1. 
The number of projections can be found from using ""llength"" on the proj_list (which is
            especially easy to do when the ::CE::GetProjectionData function is used). 
The ""order"" parameter returns the projection data in the requested ordering based on
            the closest distance to the projected connector/point/node (0) or ordered as a line (1). 
The ""projFlag2"" parameter (value of 1) is used for obtaining non-normal projections
            useful for MIG-Welds. By default, it has a value of 0, which will return normal
            projections.


","Errors
None.
"
410,hm_ce_getprojfesize,"Description
Returns the number of welds created in a layer. This includes weld and rigids.
","Inputs

index
The index of interest in the projection data array.

","Example
To get the number of welds created at index 2:
set num_of_projs [hm_ce_getnumoffeprojinfo ];
foreach index $num_of_projs {
       if { $index == 2 } {
           set num_welds [ hm_ce_getprojfesize $index ];
           break;
       }
}
This function should only be called from within a connector-registered property script
        (which is executed during connector FE realization). The projection data this function
        relies upon is removed immediately after connector FE realization. 
If at a given location (say between comp 1 and comp 2) spring is created with plot elements
        then the number of welds will be 3. 
","Errors
None.
"
411,hm_ce_getresolvedlinkentities,"Description
Returns the link information for the resolved entities organized per link-index. The output
        will contain the entity ID if the link-entity is present in current model else it will be
        0.
","
Inputs



ce_id

The ID of the connector to query.

link_entity_type

The link entity type to query.

","Examples
For connector ID 7 with link 1 as component_1, link 2 as component_2, and both components
        exist in the model:
hm_ce_getresolvedlinkentities 7 comps;
output: 1 2
hm_ce_getresolvedlinkentities 7 parts;
output: 0 0
For connector ID 7 with link 1 as component_1, link 2 as component_2, and only component_1
        exists in the model:
hm_ce_getresolvedlinkentities 7 comps;
output: 1 0
hm_ce_getresolvedlinkentities 7 parts;
output: 0 0
For connector ID 7 with link 1 as {component_1 component_2}, link 2 as component_3, and
        only component_1 and component_3 exist in the model:
hm_ce_getresolvedlinkentities 7 comps;
output: {1 0} 2
hm_ce_getresolvedlinkentities 7 parts;
output: {0 0} 0
","Errors
Incorrect usage results in a Tcl error. To detect
        errors, you can use the catch
        command:if { [ catch {command_name...} ] } {
   # Handle error
}
"
412,hm_ce_gettestpoints,"Description
Gets the test point(s) from the connector.
","Inputs

ce_id
The ID of the connector.

","Example
To get the test point(s) location from the connector:
set ce_id [ hm_entitymaxid CONNECTORS];
set pt_cords [ hm_ce_gettestpoints $ce_id];
If the connector is created at a node/point, the coordinate of the node/point is returned.
        If the connector is created using a line, all the points along the line are returned. The
        number of points will depend on the offset, spacing, and density values defined.
","Errors
None.
"
413,hm_ce_getunsyncdata,"Description
Returns data which are not synchronized from the connectorcontrol assigned to a
        connector.
","
Inputs


id
The ID of the connector to query.
option
0 - Returns common data
1 - Returns unique data on connector
2 - Returns unique data on connectorcontrol

","Examples
To get unique data from the connector with ID 101:
set unique_data [hm_ce_getunsyncdata 101 1]
","Errors
Incorrect usage results in a Tcl error. To detect
        errors, you can use the catch
        command:if { [ catch {command_name...} ] } {
   # Handle error
}
"
414,hm_ce_globalget,"Description
Get global variables related to connector display.
","Inputs

global_type
double or int
global_name
one of the following: 
g_ce_colorby 
g_ce_realizedvis 
g_ce_unrealizedvis 
g_ce_failedvis 
g_ce_lt2tvis 
g_ce_2tvis 
g_ce_3tvis 
g_ce_gt3tvis 
g_ce_spotvis 
g_ce_seamvis 
g_ce_areavis 
g_ce_boltvis 
g_ce_applymassvis 
g_ce_size 

","Example
hm_ce_globalget int g_ce_failedvis

","Errors
None.
"
