,api_name,api_description,input,example,error
1700,*minmaxtitlesetcolor,"Description
Sets the color of a minimum or maximum title. 
","Inputs

color
The color to which the title should be set.
type
0 - Node title (contour plot) 
1 - Element title (assigned plot)
minmax
0 - Minimum title 
1 - Maximum title

","Errors
None.
",
1701,*mode ,"Description
Sets the operations performed when a full-size plot is generated in a command file. 
","Inputs

type
Defines the mode or operations performed when a full-size plot is generated from a
            command file. 
0 - This is the default action; HyperMeshwill wait for a
            key on the mouse to be struck before continuing. 
1 - Generates a screen copy or a paper plot of the picture generated on the screen. 
2 - Generates a file containing the contents of the screen buffer. 
3 - Generates a PostScript paper copy of the currently displayed screen. 
4 - Generates a PostScript file of the currently displayed screen. 
5 - A value of five or greater causes HyperMesh to pause
            for that number of seconds before continuing. 

","Example
To pause for 10 seconds after a full-size plot is performed, place the following command
        before the full-size plot request: 
*mode(10)
","Errors
None.
"
1702,*modelcheck_applyautocorrectiononmark,"Description
Runs auto correction on specific entities for a given check, if checks are run.
","
Inputs



check_display_name

The GUI display name of the check. This is case sensitive.

mark_id

The ID of the mark of entities for which model checker is to be run. Valid values are
            1 and 2.

correction_display_name

The GUI name of the correction. This is case sensitive.
If not provided, the then default auto correction associated with the check is
            applied.

","Examples
To run the ""Delete unused materials"" auto correction for all ""Unused materials"":
*createmark mats 1 all
*modelcheck_applyautocorrectiononmark ""Unused materials"" 1 ""Delete unused materials""
","Errors
Incorrect usage results in a Tcl error. To detect
        errors, you can use the catch
        command:if { [ catch {command_name...} ] } {
   # Handle error
}
"
1703,*modelcheck_clearresults,"Description
Clears model checker results.
","
Inputs
None.","Examples
To clear the model checker results:
*modelcheck_clearresults
",ErrorsNone.
1704,*modelcheck_loadconfigfile,"Description
Loads the default model check config file associated with the current profile and creates
        check and correction entities. Any user specified custom config file takes precedence.
","
Inputs
None.","Examples
To load the default config file:
*modelcheck_loadconfigfile
","Errors
Incorrect usage results in a Tcl error. To detect
        errors, you can use the catch
        command:if { [ catch {command_name...} ] } {
   # Handle error
}
"
1705,*modelcheck_runchecks,"Description
Runs model checker checks.
If executed with no arguments, then all checks for all entity types in the profile are
        run.
","
Inputs



check_display_name

The GUI display name of the check. This is case sensitive.
If not provided or set to ""ALL"", then all the checks of the
              entity_type for the profile are run.

entity_type

The type of entity to be checked.
If not provided or set to ""ALL"", then all checks of all entity types are run.

error_type

The type of errors to check, ERROR, WARNING, INFO or ALL.
If not provided or set to ""ALL"", then all checks of all error types are run.

mark_id

The ID of the mark of entities for which model checker is to be run. Valid values are
            1 and 2.

","Examples
Run the check named ""checkname"":
*modelcheck_runchecks checkname
Run all checks on properties 1-10 :
*createmark props 1 1-10
*modelcheck_runchecks """" props """" 1
","Errors
Incorrect usage results in a Tcl error. To detect
        errors, you can use the catch
        command:if { [ catch {command_name...} ] } {
   # Handle error
}
"
1706,*modent_addcontentsbymark,"Description
Adds entities to a modular entity via a mark.
Include contents will be merged.
","
Inputs


modular_entity_type
The type of modular entity to update.  Valid values are subsystemconfigurations,
            subsystems and subsystemsets.
modular_entity_id
The ID of the modular entity to update.
content_entity_type
The type of entity to add.
content_mark_id
The ID of the mark containing the entities to add.  Valid values are 1 and 2.
representation_key
The representation key of the subsystem to populate.  This defaults to the only
            realized representation and can be omitted.

","Examples
Add components 4, 6 and 8 under subsystem
        2:*createmark comps 1 ""by id only"" 4 6 8
*modent_addcontentsbymark subsystems 2 comps 1
","Errors
Incorrect usage results in a Tcl error. To detect
        errors, you can use the catch
        command:if { [ catch {command_name...} ] } {
   # Handle error
}
"
1707,*modent_deletebymark,"Description
Deletes a mark of modular entities.
","
Inputs


entity_type
The type of modular entity to delete.  Currently only supported for subsystems.
mark_id
The ID of the mark of modular entities to delete.  Valid values are 1 and 2.
keep_contents
0 - Delete all contained entities
1 - Keep all contained entities and move them under the master include

","Examples
Delete subsystems 4, 6 and 8 and move the contents under the master
        include:*createmark subsystems ""by id only"" 4 6 8
*modent_deletebymark subsystems 1 1
","Errors
Incorrect usage results in a Tcl error. To detect
        errors, you can use the catch
        command:if { [ catch {command_name...} ] } {
   # Handle error
}
"
1708,*modent_export,"Description
Exports a modular entity and its contents using the currently loaded solver template.
","
Inputs


entity_type
The type of modular entity to export.  Currently only supported for subsystems.
entity_id
The ID of the modular entity.
file_name
The full path and file name of the file to export.
options
Optional list of quoted, comma separated option strings.


exporttype=<value>
The type of exported file:
solverdeck - An FE solver



","Examples
Export the contents of subsystem 2 into an Ls-Dyna deck named
        ""C:/export/Subsystem2_Crash5mm.k"":*modent_export subsystems 2 ""C:/export/Subsystem2_Crash5mm.k""
","Errors
Incorrect usage results in a Tcl error. To detect
        errors, you can use the catch
        command:if { [ catch {command_name...} ] } {
   # Handle error
}
"
1709,*modent_registerconstraintruleoptions,"Description
Registers a list of options that control the behavior of add/move/remove operations for a
        modular entity.  Valid entity combinations are:
Table 1. 

Independent Entity Types
Dependent Entity Types




beamsectcols
beamsects


components
elements


components
materials


components
nodes


components
properties


loadcols
loads


materials
curves


properties
materials


systcols
systems


vectorcols
vectors




","
Inputs


modular_entity_type
The type of modular entity.  Currently only supported for subsystems.
modular_entity_action
The type of modular entity action:
1 - Reset to defaults
2 - Add/move/remove
independent_entity_type
The type of independent entities to add/move/remove to/from modular entities.
dependent_entity_type
The type of dependent entities to add/move/remove to/from modular entities.
add_behavior_for_dependent_entity_type
0 - Do not add/move/remove to modular entities
1 - Add/move/remove to modular entities
add_behavior_for_shared_dependent_entity_type
0 - Do not add/move/remove independent entities to modular entities if they have any
            dependent entities shared with other modular entities
0 - Do not add/move/remove dependent entities to modular entities if they are shared
            with other modular entities
1 - Add/move/remove dependent to modular entities if they are shared with other
            modular entities

","Examples
When adding/moving/removing components to subsystems, add/move/remove properties and shared
        properties:*modent_registerconstraintruleoptions subsystems 2 components properties 1 2
When adding/moving/removing components to subsystems, add/move/remove nodes, but prevent
        the action if there are any nodes shared with other
        subsystems:*modent_registerconstraintruleoptions subsystems 2 components nodes 1 0
","Errors
Incorrect usage results in a Tcl error. To detect
        errors, you can use the catch
        command:if { [ catch {command_name...} ] } {
   # Handle error
}
"
1710,*modent_removecontentsbymark,"Description
Removes entities from a modular entity via a mark.
","
Inputs


modular_entity_type
The type of modular entity to update.  Valid values are subsystemconfigurations,
            subsystems and subsystemsets.
modular_entity_id
The ID of the modular entity to update.
content_entity_type
The type of entity to remove.
content_mark_id
The ID of the mark containing the entities to remove.  Valid values are 1 and 2.

","Examples
Remove the subsystems with IDs 4, 6 and 8 from the contents of subsystem set 2:
        *createmark subsystems 1 ""by id only"" 4 6 8
*modent_removecontentsbymark subsystemsets 2 subsystems 1 

","Errors
Incorrect usage results in a Tcl error. To detect
        errors, you can use the catch
        command:if { [ catch {command_name...} ] } {
   # Handle error
}
"
1711,*modent_unrealizerepresentation,"Description
Unloads the contents of a modular entity representation.
All entities that were brought into the session by loading the representation get deleted
        except for parts, partassemblies, partsets, and partconfigurations.
","
Inputs


entity_type
The type of modular entity to unload the representation from. Currently supported only
            for subsystems.
entity_id
The ID of the modular entity.
representation_key
The representation key to unload. This is unqiue per subsystem.

","Examples
Unload the contents of the representation with key ""crash5"" from subsystem
        3:*modent_unrealizerepresentation subsystems 3 ""crash5""
","Errors
Incorrect usage results in a Tcl error. To detect
        errors, you can use the catch
        command:if { [ catch {command_name...} ] } {
   # Handle error
}
"
1712,*ModifySectionHandle ,"Description
This command updates the section shape updating the handle position.
","Inputs

xold_coord
x-coordinate of the old handle position.
yold_coord
y-coordinate of the old handle position.
zold_coord
z-coordinate of the old handle position.
xnew_coord 
x-coordinate of the new handle position.
ynew_coord 
y-coordinate of the new handle position.
znew_coord 
z-coordinate of the new handle position.

","Example
To modify the section position updating the handle position:
*ModifySectionHandle 7345.06626 -1077.25964 1419.12497 7334.93373 -1077.05694 1382.59689
","Errors
Incorrect usage results in a Tcl error. To detect
        errors, you can use the catch
        command:if { [ catch {command_name...} ] } {
   # Handle error
}
"
1713,*morphaltercurvectr ,"Description
Alter the radius, curvature, or arc angle of edge or 2D domains on mark.
","Inputs

domtype
DOMAINS
dommark
Domain mark number
nodetype
NODES
holdnode
Node mark number
type
The type of alteration to be made: 
0 - Alter radius 
1 - Alter curvature 
2 - Alter arc angle
curve
Numerical value by which to alter the curve; actual effect depends on the type
            previously specified and the value of the add flag listed at the end of the command: 
If type = 0 - New radius 
type = 1 - Curvature multiplier 
type = 2 - New arc angle 
add =1 and type = 0 - Number added to radii 
add =1 and type = 2 - Number added to arc
            angle
sym
0  - Do not use symmetry (only option)
con
Flag to use/not use constraints: 
0 - Do not use constraints 
1 - Use constraints
hold
Specifies which part of the curve to anchor: 
0 - Hold angle 
1 - Hold ends 
2 - Hold center
mode
Method of determining center or edges of curve: 
0 - Edge approximation, use symmetry 
1 - Use axis for center 
2 - Use line for center 
3 - Infer center using normals 
4 - Use node for center 
5 - Edge approximation, do not use symmetry
node
ID of node
plane
Mark number of plane
line
ID of line
project
Flag to project curve edges to a plane: 
0 - Do not project edges to plane 
1 - Project edges to plane
force
Flag to force circular edges when using edge approximation (mode option 5): 
0 - Do not force edges to be circular (edge approximation only) 
1 - Force edges to be circular (edge approximation only)
add
Determines whether the value specified for curve is added to the existing curve’s
            value, or replaces it: 
0 - Use 'curve' as target value 
1 - Add 'curve' to current value(s)

","Example
*morphaltercurvectr (DOMAINS,1,NODES,1,1,5.0,0,1,0,0,32,1,43,0,0,0)
The domains on the marks will have either their radius, curvature, or arc angle altered
        depending on 'type'. If add is set to 1, 'curve; will be added to the
        current radii or arc angle of the selected domains, otherwise the radii or arc angle will be
        set to 'curve'.
This command allows you to choose the mode used to determine the center for the selected
        domains. Only one of 'node', 'plane', or 'line' needs to be filled in depending on mode (or
        none if 0, 3, or 5 is selected).
Setting project to 1 will force the nodes for an edge to lie in a plane
        as part of the altered curve. Setting force to 1 will force the
        calculated center for each node of an edge to be the same point, thus forcing the edge to be
        circular after the curve is altered.
If constraints are used they will be applied to the perturbations. Symmetry is not
        supported for *morphaltercurvectr().
","Errors
None.
"
1714,*morphapplyfesolver ,"Description
This command will invoke a finite element solver, specified by the
          fesolver parameter, and solve for the internal perturbations for all
        domains which have fewer elements than that specified by the fesolverlimit parameter using
        enforced displacements applied at the domain handles, edges, and/or faces. The command will
        either use the properties and materials specified for the mesh or generate properties and
        materials automatically depending on the feuser parameter. 
This command has no arguments but uses several parameters when it is executed which are
        described below. These parameters can be updated using the
          *morphupdateparameter command.
","Inputs

fesolver
0 - Linear solver (OptiStruct) 
1 - Nonlinear solver (Radioss)
fesolverlimit
Domains containing less than this number of elements will be updated.
feuser
0 - Use automatically generated properties and materials 
1 - Use properties and materials currently for the mesh

","Example
To invoke the FE solver:
*morphapplyfesolver
","Errors
Incorrect usage results in a Tcl error. To detect
        errors, you can use the catch
        command:if { [ catch {command_name...} ] } {
   # Handle error
}
"
1715,*morphbeziershape ,"Description
Create polynomial or spline based shapes for handles on the domains on mark.
","Inputs

dtype
Domains
dmark
Domain mark number
etype
Elemsn
emark
Element mark number
shapeid
ID of shape
sym
0 - Do not use symmetry 
1 - Use symmetry
con
0 - Do not use constraints 
1 - Use constraints
vvec
Mark number of vector
mag
Magnitude of perturbation
type
1 - Use vector for handle perturbations 
2 - Use element normals for handle perturbations 
3 - Use shape for handle perturbations
meth
0 - Polynomial 
1 - Spline
umark
0 - Use all elements to determine normals 
1 - Use elements on emark to determine normals

","Example
*morphbeziershape (DOMAINS,1,ELEMS,1,12,0,1,1,5.0,3,1,0)
A shape is created for each handle on each domain on the mark using the selected type to
        determine the perturbations. 
If type is 1 or 2, mag will be used as the magnitude
        of the handle perturbations. If type is 3, the perturbations on the shape
        will be used. 
If symmetry is used, all handles linked to marked handles by symmetry will also be
        perturbed. If constraints are used, they will be applied to the perturbations.
","Errors
None.
"
1716,*morphbiasupdate ,"Description
Updates the bias factor for the specified handle.
","Inputs

hptr
ID of handle
bias
New bias value

","Example
*morphbiasupdate (1,2.0)
Updates the specified handle to have the given bias factor.
","Errors
None.
"
1717,*morphbiasupdateretroactive,"Description
Applies updated biases retroactively to existing perturbations.
","Inputs

htype
Must be set to ""handles""
hmark
Number of the mark containing the desired handles
bias
New bias value desired
con
0 - Do not use constraints 
1 - Use constraints

","Example
*morphbiasupdateretroactive (handles, 1, 2.0, 1)
Recalculates and reapplies all morphs on the morph list in terms of the updated biasing
        factors.
","Errors
None.
"
1718,*morphcombinemorphvolumes ,"Description
Combines the specified morph volumes and propagates the combination. 
","Inputs

h1
ID of first morph volume.
h2
ID of second morph volume.
hand
0 - Do not create handles for morph volumes 
1 - Create handles for morph volumes
tangent
0 - No tangency 
1 - Make neighboring morph volume edges continuously tangent

","Example
*morphcombinemorphvolumes (21,22,1,1)
This command will combine the specified morph volumes and propagate the effect through the
        entire morph volume ""matrix"" so that it remains consistent. 
Newly combined morph volumes can optionally have handles and tangency automatically
        applied.
","Errors
None.
"
1719,*morphconstraintapply ,"Description
Applies all morph constraints to the model.
","Example
*morphconstraintapply 

This command applies the current constraints to the model. When constraints are created
        they are applied to the model so this command does not need to be called after creation of a
        morph constraint.Note: Constraints are applied via a morph, which can be undone. Undoing
          such a morph does not reject the constraint. 

If the model no longer obeys the constraints, for instance, if the constraints are turned
        off and the model is morphed, this command can be used to restore compliance.
","Errors
None.
",
1720,*morphconstraintcreatearcrad ,"Description
Creates a model type constraint based on the radius or arc length of an edge domain.
","Inputs

stype
Must be set to shapes.
smark
The ID of the mark containing the shapes. Valid values are 1 and 2.
atype
NODES or LINES
amark
Mark number of node or line used for radius measurement
type
0 - Measure radius or arc angle using domain 
1 - Measure radius or arc angle using axis 
2 - Measure radius or arc angle using line 
3 - Measure radius or arc angle using node
name
Name of morph constraint
plane
Mark number of plane for axis
dptr
ID of edge domain
radius
Constrained radius or arc angle 
bound
-1 - Greater than specified angle 
0 - Equal to specified angle 
1 - Less than specified angle
arc
0 - Radius 
1 - Arc angle
color
The color of the constraint. Valid values are 1 through 64.

","Example

*morphconstraintcreatearcrad (SHAPES,1,NODES,1,0,""radius"",1,21,5.0,0,0,32)

This command creates a model type constraint for the selected domain with the option of
        having the radius or arc angle measured in the plane of the domain, about an axis, about a
        line or about a node, and the option of having the radius or arc angle forced to be greater
        than, less than, or equal to the specified value. 
If arc is 0, the radius will be constrained. If arc
        is 1 the arc angle will be constrained. 
The shapes on the mark will be used to force the model into compliance with the specified
        constraint if possible 
","Errors
None.
"
1721,*morphconstraintcreatedof,"Description
This command creates a constraint which fixes one or more translational degrees of freedom
        for the selected nodes relative to either the global coordinate system or a specified local
        coordinate system. 
A degree of freedom for a coordinate system is one of the three translational directions.
        For a rectangular coordinate system the three degrees of freedom are along each axis: the
        x-axis, the y-axis, and the z-axis. For a cylindrical coordinate system the three degrees of
        freedom are in the radial direction, the theta direction, and the z direction. For example,
        for a rectangular coordinate system, if the y-axis degree of freedom is fixed for a node, it
        will be allowed to move only in the x and z directions, remaining in a plane perpendicular
        to the y axis. Similarly, for a cylindrical coordinate system, if the theta degree of
        freedom is fixed for a node, it can move only in the radial and z directions. Note that
        fixing the radial and z degrees of freedom for a cylindrical coordinate system will force a
        node to move in a circle about the axis of that system.
","Inputs

entity_type
Must be set to nodes.
mark_id
The mark ID for the constrained nodes. Valid values are 1 and 2.
dof1
0 - Allow the nodes to move in the x (or radial) direction 
1 - Constrain the nodes from moving in the x (or radial) direction
dof2
0 - Allow the nodes to move in the y (or theta) direction 
1 - Constrain the nodes from moving in the y (or theta) direction
dof3
0 - Allow the nodes to move in the z direction 
1 - Constrain the nodes from moving in the z direction
system_id
The ID of the local coordinate system. Use 0 for the global coordinate system.
options
0 - Does not affect nodes near constrained nodes 
1 - Enable mesh stretching around constrained nodes
name
The name of morph constraint.
color
The color of the constraint. Valid values are 1-64.

","Example
To create a DOF constraint named ""mconsystem5"" for nodes 1-100 in the radial direction of a
        local coordinate system with ID 5 and mesh stretching enabled:
*createmark nodes 1 1-100
*morphconstraintcreatedof nodes 1 1 0 0 5 1 ""mconsystem5"" 22
","Errors
Incorrect usage results in a Tcl error. To detect
        errors, you can use the catch
        command:if { [ catch {command_name...} ] } {
   # Handle error
}
"
1722,*morphconstraintcreateelems ,"Description
This command creates a mesh type morphconstraint for the selected nodes with the option of
        having those nodes either move along the specified mesh or be bounded by it. 
The extended edges option is available for bounded type morphconstraint (types 1, 3, and 5)
        by adding 8 to the type (9, 11, and 13). This option will extend the edges of the mesh by
        roughly two element lengths so that the nodes which project close to the edges of the mesh
        will project on to the extended edges. 
The depenetration option is available for bounded type morphconstraint (types 1, 3, and 5)
        by adding 16 to the type (17, 19, and 21). This option will treat the center of any element
        attached to the constrained nodes as a constrained node and push the element away from the
        mesh if it is within the specified distance. 
To enable both extended edges and depenetration for a morphconstraint, add 24 to the type
        (thus 1, 3, and 5 become 25, 27, and 29).
","Inputs

ntype
Must be set to nodes.
nmark
The mark ID for the constrained nodes. Valid values are 1 and 2.
etype
Must be set to elems.
emark
The mark ID for elements to which the nodes are constrained. Valid values are 1 and 2.
type
0 - moves along mesh 
1 - bounded by mesh 
3 - remains a set distance from mesh 
5 - maintains its original distance from mesh 
+8 - extend edges of mesh 
+16 - depenetration of elements attached to constrained nodes (+24 - extend edges and
            enable depenetration) 
+32 - enable mesh stretching around constrained nodes
name
The name of the morphconstraint.
p_vec
The ID of the projection vector created using *createvector. Must
            be set to 1.
dist
Distance between node and mesh (types 1 and 3).
ivec
0 - Mesh normal is used for projection. The nodes will be moved normally to the mesh
            when constraining them or measuring the distance the nodes are away from the mesh 
1 - Use p_vec for projection. The nodes will be moved along
              p_vec when constraining them or measuring the distance the nodes
            are away from the mesh
color
The color of the constraint. Valid values are 1-64.

","Example
To create a morphconstraint for nodes to move along a mesh and projected normally to the
        mesh:
*createmark nodes 1 1 2 3 4 5
*createmark elems 1 11 12 13 14 15
*createvector 1 1.0 0.0 0.0
*morphconstraintcreateelems nodes 1 elems 1 0 ""mcon"" 1 0.0 0 13
To create a morphconstraint for nodes to be bounded by a mesh at a distance of 5.0 and
        projected along a vector to the mesh with both depenetration and extended edges:
*createmark nodes 1 1 2 3 4 5
*createmark elems 1 11 12 13 14 15
*createvector 1 1.0 0.0 0.0
*morphconstraintcreateelems nodes 1 elems 1 27 ""mcon"" 1 5.0 1 13
","Errors
Incorrect usage results in a Tcl error. To detect
        errors, you can use the catch
        command:if { [ catch {command_name...} ] } {
   # Handle error
}
"
1723,*morphconstraintcreatefc,"Description
This command creates either a fixed type morphconstraint or a cluster type morphconstraint
        for the selected nodes with the option of having mesh stretching around those nodes.
        Rotation options are also available for cluster type morphconstraints.
There are three options for rotation: in-plane, out-of-plane, and full rotation. In-plane
        will limit rotation of the cluster to the plane in which the cluster lies (spinning) while
        out-of-plane limits the rotation of the cluster to take place normal to the plane of the
        cluster (tilting). Full rotation allows both in-plane and out-of-plane rotation. For cluster
        constraints where the nodes do not lie in a discernable plane any rotation option results in
        full rotation.
","Inputs

ntype
 Must be set to nodes.
nmark
 The ID of the mark for the constrained nodes. Valid values are 1 and 2.
type
0 - Fixed type constraint without mesh stretching 
6 - Fixed type constraint with mesh stretching 
7 - Cluster type constraint with mesh stretching (no rotation) 
9 - Cluster type constraint without mesh stretching (no rotation) 
+10 - (types 17 and 19) enables out-of-plane rotation for clusters 
+20 - (types 27 and 29) enables in-plane rotation for clusters 
+30 - (types 37 and 39) enables full rotation for clusters
name
The name of the morphconstraint.
color
The color of the constraint. Valid values are 1 through 64.

","Examples
To create a cluster morphconstraint with mesh stretching and full rotation:
*createmark nodes 1 ""all""
*morphconstraintcreatefc nodes 1 37 ""rivet"" 12
To create a cluster morphconstraint without mesh stretching and with in-plane rotation:
*createmark nodes 1 ""all""
*morphconstraintcreatefc nodes 1 29 ""rivet"" 12

","Errors
Incorrect usage results in a Tcl error. To detect
        errors, you can use the catch
        command:if { [ catch {command_name...} ] } {
   # Handle error
}
"
1724,*morphconstraintcreatelength ,"Description
Creates a model type constraint based on the length of a list of nodes.
","Inputs

stype
SHAPES
smark
Mark number of shapes
type
0 - Measure length node to node 
1 - Measure length using vector
name
Name of morph constraint
nodes
Mark number of node list
vec
The ID of the vector created using *createvector. Must be set to
            1.
length
Constrained length of node list
bound
-1 - Greater than specified length 
0 - Equal to specified length 
1 - Less than specified length
color
The color of the constraint. Valid values are 1 through 64.

","Example
*morphconstraintcreatelength (SHAPES,1,0,""length"",1,1,43.5,0,32)
This command creates a model type constraint for the selected node list with the option of
        having those nodes measured node to node or along a vector and the option of having the node
        list forced to be greater than, less than, or equal to the specified length. 
The shapes on the mark will be used to force the model into compliance with the specified
        constraint, if possible.
","Errors
None.
"
1725,*morphconstraintcreatematch ,"Description
This command will create a match type morphconstraint between two marks of elements such
        that they maintain a similar shape if the elements of either one mark or both marks are
        morphed. The two meshes do not have to be identical but the more similar they are the better
        the constraint will work.
This type of constraint can be used multiple times on the same set of elements in order to
        make three or more meshes match each other. Note that only shell elements can be matched
        using this constraint.
","Inputs

a_entity_type
Must be set to elems.
a_mark_id
The ID of the mark containing the first set of elems. Valid values are 1 and 2.
b_entity_type
Must be set to elems.
b_mark_id
The ID of the mark containing the second set of elems. Valid values are 1 and 2.
type
0 - Allow to slide normal to the mesh 
1 - Allow sliding normal to the specified vector vec 
2 - Match the shape between the two meshes 
+4 - Stretch mesh around the constrained elements
name
The name of the morphconstraint.
vec
The ID of the projection vector created using *createvector. Must
            be set to 1. Only used for type 1 and 5.
dist
The distance to be maintained between the meshes. Not used for type
            2 and 6.
node_basea
ID of the base node of a local system oriented to the mesh specified by
              a_mark_id. Only used for type 2 and 6.
node_xa
ID of the node lying in the x direction of a local system oriented to the mesh
            specified by a_mark_id. Only used for type 2 and
            6.
node_xya
ID of the node lying in the xy-plane of a local system oriented to the mesh specified
              by b_mark_id. Only used for type 2 and 6.
node_baseb
ID of the base node of a local system oriented to the mesh specified by
              b_mark_id. Only used for type 2 and 6.
node_xb
ID of the node lying in the x direction of a local system oriented to the mesh
            specified by b_mark_id. Only used for type 2 and
            6.
node_xyb
ID of the node lying in the xy-plane of a local system oriented to the mesh specified
              by a_mark_id. Only used for type 2 and 6.
color
The color of the constraint. Valid values are 1 through 64.

","Example
To create a match constraint which matches the shape between two meshes
          (type = 2) and uses mesh stretching (type +4 for a
        total of 6):
*createmark elements 1 83 84 86-90 93 95 96 98-102 105 107 *createmark elements 2 50-54 57 62-66 69 74-78 81
*createvector 1 1 0 0
*morphconstraintcreatematch elements 1 elements 2 6 ""mcon"" 1 0 133 135 110 60 62 86 38
","Errors
Incorrect usage results in a Tcl error. To detect
        errors, you can use the catch
        command:if { [ catch {command_name...} ] } {
   # Handle error
}
"
1726,*morphconstraintcreatesmooth ,"Description
This command creates a smooth type morphconstraint for the selected nodes. During morphing,
        the perturbations of the nodes or dependent handles will be modified using a spline based
        approximation so that edge domains running along the selected entities will have smooth
        contours.
","Inputs

nlist
The ID of the list containing the nodes. Valid values are 1 and 2.
type
0 - Apply to nodes. All handles on the node list serve as anchors for the spline curve
            and nodes are adjusted to the curve based on influences 
1 - Apply to dependent handles. Only the independent handles on the node list serve as
            anchors and the dependent handles are adjusted to the curve based on influences
closed
0 - Open ended 
1 - Loop. The first node on the list will be added to the end to form a loop.
name
The name of the morph constraint.
color
The color of the constraint. Valid values are 1 through 64. 

","Example
To create a smooth morphconstraint for nodes 1-5 with a closed loop:
*createlist nodes 1 1 2 3 4 5
*morphconstraintcreatesmooth 1 0 1 ""smooth"" 32
","Errors
Incorrect usage results in a Tcl error. To detect
        errors, you can use the catch
        command:if { [ catch {command_name...} ] } {
   # Handle error
}
"
1727,*morphconstraintcreatevec ,"Description
This command creates a vector type morphconstraint for the selected nodes with the option
        of having those nodes bounded to move no closer than a given distance from the specified
        plane.
","Inputs

ntype
Must be set to nodes.
nmark
The ID of the mark for the constrained nodes. Valid values are 1 and 2.
type
0 - Moves along the vector 
1 - Moves along the vector and is bounded by the plane 
3 - Moves along the vector, at a set distance from the plane 
5 - Moves along the vector and remains its original distance from the plane 
+32 - Enable mesh stretching around constrained nodes. Add this value to the type
            (thus 1, 3, and 5 become 33, 35, and 37).
name
The name of morph constraint.
vec
The ID of the vector created using *createvector. Must be set to
            1.
plane
The ID of the plane created using *createplane. Must be set to
            1.
dist
The minimum distance from the bounding plane.
color
The color of the constraint. Valid values are 1 through 64.

","Example
To create a morphconstraint for nodes to move along a vector and projected normally to the
        surface:
*createmark nodes 1 1 2 3 4 5
*createvector 1 1.0 0.0 0.0
*createplane 1 1.0 0.0 0.0 0.0 0.0 0.0
*morphconstraintcreatevec nodes 1 0 ""vec"" 1 1 0.0 32
","Errors
Incorrect usage results in a Tcl error. To detect
        errors, you can use the catch
        command:if { [ catch {command_name...} ] } {
   # Handle error
}
"
1728,*morphconstraintupdateangle ,"Description
Updates a model type constraint based on the angle between three nodes. 
","Inputs

stype
SHAPES
smark
Mark number of shapes
type
0 - Measure angle node to node 
1 - Measure angle using vector
mcon
ID of morph constraint
n1
First end of angle
n2
Vertex of angle
n3
Second end of angle
vec
The ID of the vector created using *createvector. Must be set to
            1.
angle
Constrained angle 
bound
-1 - Greater than specified angle 
0 - Equal to specified angle 
1 - Less than specified angle
color
The color of the constraint. Valid values are 1 through  64.

","Example
*morphconstraintupdateangle (SHAPES,1,0,5,21,22,23,1,45.0,0,32)

This command updates a model type constraint for the three selected nodes with the option
        of updating those nodes to be measured in the plane that they lie in or to be perpendicular
        to a vector and the option of having the angle forced to be greater than, less than, or
        equal to the specified angle. 
The shapes on the mark will be used to force the model into compliance with the specified
        constraint, if possible.
","Errors
None.
"
1729,*morphconstraintupdateavm,"Description
This command updates a model type constraint for the elements on the mark with the option
        of having the area, volume, or mass forced to be greater than, less than, or equal to the
        specified value. 
The shapes on the mark will be used to force the model into compliance with the specified
        constraint if possible.
","Inputs

stype
Must be set to shapes.
smark
The ID of the mark containing the shapes. Valid values are 1 and 2.
etype
Must be set to elements.
emark
The ID of the mark containing the elements. Valid values are 1 and 2.
type
0 - Area 
1 - Volume 
2 - Mass
mcon
The ID of morph constraint to update.
target
The constrained value for area, volume, or mass.
bound
-1 - Greater than specified target 
0 - Equal to specified target 
1 - Less than specified target
color
The color of the constraint. Valid values are 1 through 64.

","Example
To update a constraint named ""area"" where the area is specified to be exactly 3600:
*morphconstraintupdateavm shapes 1 elements 1 0 5 3600.0 0 32
","Errors
Incorrect usage results in a Tcl error. To detect
        errors, you can use the catch
        command:if { [ catch {command_name...} ] } {
   # Handle error
}
"
1730,*morphconstraintupdateedge ,"Description
This command updates a tangency type constraint either between two edge domains or 2D
        domains or at the end of one edge domain. For the master type, dptr1 is
        the master and dptr2 is the slave. For the slave type,
          dptr2 is the master and dptr1 is the slave. For the
        attached type, dptr1 follows dptr2.
","Inputs

mcon
The ID of morph constraint to update.
dptr1
The ID of the edge or 2D domain.
dptr2
The ID of the edge or 2D domain.
end
The ID of node at fixed end (for fixed type).
type
1 - Fixed (edge domains only) 
2 - Master (edge domains only) 
3 - Slave (edge domains only) 
4 - Continuous 
5 - Attached (edge domains only)
vec
The ID of the vector created using *createvector. Must be set to
            1.
color
The color of the constraint. Valid values are 1 through 64.

","Examples
To update a continuous tangency constraint with ID 5 between domains 12 and 14:
*createvector 1 1.0 0.0 0.0
*morphconstraintupdateedge 5 12 14 1 4 1 44
To update a master tangency constraint with ID 12 where domain 14 is forced tangent to
        domain 12:
*createvector 1 1.0 0.0 0.0
*morphconstraintupdateedge 12 12 14 1 2 1 44
","Errors
Incorrect usage results in a Tcl error. To detect
        errors, you can use the catch
        command:if { [ catch {command_name...} ] } {
   # Handle error
}
"
